candidate_id,title,decision,reason_code,canonical_id,source_url,checked_at,notes
terver-2025-jepa-wm-drivers,JEPA-WM设计审计,include,reproduction-core,terver-2025-jepa-wm-drivers,https://openreview.net/forum?id=cHZn5Gdh8e,2026-08-12,TMLR正式并有复现认证
zhang-2026-geoworld,GeoWorld,include,geometry-control,zhang-2026-geoworld,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_GeoWorld_Geometric_World_Models_CVPR_2026_paper.html,2026-08-12,正式双曲规划
lanji-2026-unijepa,UniJEPA,include,latest-frontier,lanji-2026-unijepa,https://arxiv.org/abs/2608.07409,2026-08-12,截止日前极新预印本
toso-2026-invariant-planning,双模拟不变JEPA,include,control-robustness,toso-2026-invariant-planning,https://arxiv.org/abs/2602.18639,2026-08-12,慢特征问题回应
caselli-2026-mind-the-gap,分层规划反例,include,negative-evidence,caselli-2026-mind-the-gap,https://arxiv.org/abs/2607.12547,2026-08-12,训练搜索分布失配
bar-2024-stop,StoP,include,image-uncertainty,bar-2024-stop,https://proceedings.mlr.press/v235/bar24a.html,2026-08-12,正式位置不确定性
darcet-2025-capi,CAPI,include,latent-target-bridge,darcet-2025-capi,https://openreview.net/forum?id=Ycmz7qJxUQ,2026-08-12,正式离散潜目标邻接
kalapos-2026-cnn-jepa,CNN-JEPA,include,architecture-transfer,kalapos-2026-cnn-jepa,https://doi.org/10.1016/j.cviu.2025.104595,2026-08-12,期刊扩展版本
huang-2026-text-conditional-jepa,TC-JEPA,include,conditional-target,huang-2026-text-conditional-jepa,https://arxiv.org/abs/2605.03245,2026-08-12,ICML正式语言条件
zhang-2026-hwm,HWM,include,hierarchical-control,zhang-2026-hwm,https://arxiv.org/abs/2604.03208,2026-08-12,实机非贪心分层规划
fei-2023-ajepa,A-JEPA,include,audio-anchor,fei-2023-ajepa,https://arxiv.org/abs/2311.15830,2026-08-12,音频预印本锚点
riou-2024-audio-design,音频设计审计,include,audio-negative,riou-2024-audio-design,https://arxiv.org/abs/2405.08679,2026-08-12,正式研讨会反证
dong-2024-brain-jepa,Brain-JEPA,include,medical-anchor,dong-2024-brain-jepa,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9c3828adf1500f5de3c56f6550dfe43c-Abstract-Conference.html,2026-08-12,正式fMRI分支
thimonier-2025-tjepa,T-JEPA,include,tabular-anchor,thimonier-2025-tjepa,https://openreview.net/pdf?id=gx3LMRB15C,2026-08-12,表格正式分支
saito-2025-point-jepa,Point-JEPA,include,point-cloud-anchor,saito-2025-point-jepa,https://openaccess.thecvf.com/content/WACV2025/html/Saito_Point-JEPA_A_Joint_Embedding_Predictive_Architecture_for_Self-Supervised_Learning_on_WACV_2025_paper.html,2026-08-12,点云正式分支
skenderi-2025-graph-jepa,Graph-JEPA,include,graph-anchor,skenderi-2025-graph-jepa,https://openreview.net/forum?id=v47f4DwYZb,2026-08-12,图正式分支
astruc-2025-anysat,AnySat,include,remote-sensing-core,astruc-2025-anysat,https://openaccess.thecvf.com/content/CVPR2025/html/Astruc_AnySat_One_Earth_Observation_Model_for_Many_Resolutions_Scales_and_CVPR_2025_paper.html,2026-08-12,多传感器正式锚点
lei-2025-m3-jepa,M3-JEPA,include,multimodal-anchor,lei-2025-m3-jepa,https://proceedings.mlr.press/v267/lei25b.html,2026-08-12,正式混合目标
huang-2026-llm-jepa,LLM-JEPA,include,language-anchor,huang-2026-llm-jepa,https://arxiv.org/abs/2509.14252,2026-08-12,ICLR正式语言锚点
chen-2026-vl-jepa,VL-JEPA,include,vision-language-core,chen-2026-vl-jepa,https://openreview.net/forum?id=tjimrqc2BU,2026-08-12,ICLR正式跨模态核心
choudhury-2026-xjepa,X-JEPA,include,remote-cross-modal,choudhury-2026-xjepa,https://openaccess.thecvf.com/content/WACV2026/html/Choudhury_X-JEPA_A_Novel_Joint_Learning_Cross-Modal_Predictive_Alignment_Framework_for_WACV_2026_paper.html,2026-08-12,正式跨传感器检索
fox-2026-physiojepa,PhysioJEPA,include,physiology-anchor,fox-2026-physiojepa,https://proceedings.mlr.press/v297/fox26a.html,2026-08-12,正式ICU生理信号
kondepudi-2026-neurovfm,NeuroVFM／Vol-JEPA,include,clinical-core,kondepudi-2026-neurovfm,https://doi.org/10.1038/s41591-026-04497-1,2026-08-12,Nature Medicine正式论文
weimann-2025-ecg-jepa,ECG-JEPA,include,ecg-anchor,weimann-2025-ecg-jepa,https://doi.org/10.1016/j.compbiomed.2025.110809,2026-08-12,正式百万级ECG证据
luo-2025-jedi,JEDi,include,evaluation-metric,luo-2025-jedi,https://openreview.net/forum?id=cC3LxGZasH,2026-08-12,JEPA特征视频指标
alrasheed-2026-latent-video-prediction,潜在视频模型对照,include,evaluation-preprint,alrasheed-2026-latent-video-prediction,https://arxiv.org/abs/2605.15618,2026-08-12,统一视频比较
nilaksh-2026-reconstruction-semantics,机器人潜在空间审计,include,robotics-evaluation,nilaksh-2026-reconstruction-semantics,https://arxiv.org/abs/2605.06388,2026-08-12,语义几何权衡
liu-2026-temporally-centered-sigreg,多任务SIGReg反例,include,regularizer-negative,liu-2026-temporally-centered-sigreg,https://arxiv.org/abs/2607.26924,2026-08-12,第二轮补漏新增
li-2026-salt,SALT,include,teacher-mechanism,li-2026-salt,https://openreview.net/forum?id=3cB9243E9i,2026-08-12,冻结教师正式反证
zhu-2026-ad-l-jepa,AD-L-JEPA,include,lidar-anchor,zhu-2026-ad-l-jepa,https://doi.org/10.1609/aaai.v40i16.38402,2026-08-12,第四轮补漏新增
cpc-2018,CPC,exclude,adjacent-predecessor,cpc-2018,https://arxiv.org/abs/1807.03748,2026-08-12,潜在预测但依赖对比目标且早于JEPA命名
byol-2020,BYOL,exclude,adjacent-predecessor,byol-2020,https://proceedings.neurips.cc/paper_files/paper/2020/hash/f3ada80d5c4ee70142b17b8192b2958e-Abstract.html,2026-08-12,非对比师生结构前驱
mae-2022,MAE,exclude,reconstruction-boundary,mae-2022,https://openaccess.thecvf.com/content/CVPR2022/html/He_Masked_Autoencoders_Are_Scalable_Vision_Learners_CVPR_2022_paper.html,2026-08-12,像素重建对照
data2vec-2022,data2vec,exclude,adjacent-predecessor,data2vec-2022,https://proceedings.mlr.press/v162/baevski22a.html,2026-08-12,潜在掩码前驱但不追溯改名
videomae-2022,VideoMAE,exclude,reconstruction-boundary,videomae-2022,https://proceedings.neurips.cc/paper_files/paper/2022/hash/416f9cb3276121c42eebb86352a4354a-Abstract-Conference.html,2026-08-12,视频像素重建对照
dreamer-2020,Dreamer,exclude,adjacent-world-model,dreamer-2020,https://openreview.net/forum?id=S1lOTC4tDS,2026-08-12,生成式潜在世界模型前驱
muzero-2020,MuZero,exclude,adjacent-world-model,muzero-2020,https://doi.org/10.1038/s41586-020-03051-4,2026-08-12,价值策略动力学邻接
dino-world-2025,DINO-world,exclude,frozen-encoder-adjacent,dino-world-2025,https://arxiv.org/abs/2507.19468,2026-08-12,冻结编码器且规划评测为开放环
dino-foresight-2025,DINO-Foresight,exclude,frozen-encoder-adjacent,dino-foresight-2025,https://proceedings.neurips.cc/paper_files/paper/2025/hash/efaca9631eb6bd5df8f6761c5d9a9fe3-Abstract-Conference.html,2026-08-12,因果未来对照但非联合学习
jhu-vpt-2026,JHU-VPT-JEPA,exclude,application-specialization,jhu-vpt-2026,https://proceedings.mlr.press/v301/shah26b.html,2026-08-12,医学正式应用但无新一级机制
pijepa-2026,PiJEPA,exclude,incremental-workshop,pijepa-2026,https://openaccess.thecvf.com/content/CVPR2026W/WDFM-EAI/html/Chahe_Policy-Guided_World_Model_Planning_for_Language-Conditioned_Visual_Navigation_CVPRW_2026_paper.html,2026-08-12,导航研讨会且由控制主线代表覆盖
vj-vcr-2024,VJ-VCR,exclude,narrow-synthetic,vj-vcr-2024,https://arxiv.org/abs/2412.10925,2026-08-12,多未来证据集中合成数据
s-jepa-2024,S-JEPA,exclude,branch-representative-limit,s-jepa-2024,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/4755_ECCV_2024_paper.php,2026-08-12,骨架动作识别正式应用但不改变一级路线
mjepa-2026,MJEPA,exclude,pending-proceedings,mjepa-2026,https://arxiv.org/abs/2606.25225,2026-08-12,音视频预印本且正式卷页待发布
wavjepa-2025,WavJEPA,exclude,withdrawn-submission,wavjepa-2025,https://arxiv.org/abs/2509.23238,2026-08-12,保留预印本但正式投稿已撤回且音频路线已有锚点
temporal-distance-jepa-2026,Temporal-Distance JEPA,exclude,name-collision-incremental,temporal-distance-jepa-2026,https://arxiv.org/abs/2607.25337,2026-08-12,与强化学习TD-JEPA同缩写且为近期增量
fast-lewm-2026,Fast LeWorldModel,exclude,incremental-frontier,fast-lewm-2026,https://arxiv.org/abs/2606.26217,2026-08-12,动作前缀增量且无新一级路线
seg-jepa-2026,Seg-JEPA,exclude,application-specialization,seg-jepa-2026,https://doi.org/10.1007/978-981-92-0068-9_7,2026-08-12,单一医学分割应用由临床主线覆盖
t-jepa-trajectory-2024,轨迹T-JEPA,exclude,name-collision-short-paper,t-jepa-trajectory-2024,https://doi.org/10.1145/3678717.3691271,2026-08-12,与表格T-JEPA同名但为短篇轨迹检索
