id,title,title_local,year,venue,status,source_type,primary_route,routes,level,tier,evidence_level,paper_url,doi,code_url,project_url,data_url,figure_url,source_note
ghaemi-2025-seq-jepa,seq-JEPA: Autoregressive Predictive Learning of Invariant-Equivariant World Models,seq-JEPA：自回归预测学习不变—等变世界模型,2025,NeurIPS 2025,peer-reviewed,paper,video-spatiotemporal,video-spatiotemporal|action-control|theory-objectives,3,core,A,https://proceedings.neurips.cc/paper_files/paper/2025/hash/2f63d2963526bdd9ff1b8bcc2dc9905a-Abstract-Conference.html,,,,,,主入口为NeurIPS 2025正式论文页。
zhang-2026-geoworld,GeoWorld: Geometric World Models,GeoWorld：几何世界模型,2026,CVPR 2026,peer-reviewed,paper,action-control,action-control|theory-objectives,4,bridge,A,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_GeoWorld_Geometric_World_Models_CVPR_2026_paper.html,,,,,,主入口为CVF正式CVPR 2026论文页。
zhang-2026-hwm,Hierarchical Planning with Latent World Models,使用潜在世界模型进行分层规划,2026,arXiv,preprint,preprint,action-control,action-control|evaluation-evidence,4,core,B,https://arxiv.org/abs/2604.03208,,,https://kevinghst.github.io/HWM/,,,截至截止日为arXiv预印本；实机结论按正文试验范围表述。
toso-2026-invariant-planning,Learning Invariant Visual Representations for Planning with Joint-Embedding Predictive World Models,为联合嵌入预测世界模型规划学习不变视觉表征,2026,arXiv,preprint,preprint,action-control,action-control|evaluation-evidence|theory-objectives,4,bridge,B,https://arxiv.org/abs/2602.18639,,,,,,主入口为arXiv；把结果视为针对慢特征问题的前沿回应。
maes-2026-leworldmodel,LeWorldModel: Stable End-to-End Joint-Embedding Predictive Architecture from Pixels,LeWorldModel：从像素端到端稳定训练联合嵌入预测世界模型,2026,arXiv,preprint,preprint,action-control,action-control|theory-objectives,4,core,B,https://arxiv.org/abs/2603.19312,,,,,,主入口为arXiv预印本；效率数字均为作者在其设置下的报告。
bagatella-2026-td-jepa,TD-JEPA: Latent-predictive Representations for Zero-Shot Reinforcement Learning,TD-JEPA：面向零样本强化学习的潜在预测表征,2026,ICLR 2026,peer-reviewed,paper,action-control,action-control|theory-objectives,4,core,A,https://openreview.net/forum?id=SzXDuBN8M1,,https://github.com/facebookresearch/td_jepa,,,,OpenReview官方列表标注为ICLR 2026 oral；与2026年同名的Temporal-Distance JEPA不是同一工作。
lanji-2026-unijepa,UniJEPA: A Unified Joint-Embedding Predictive Architecture for Task-Agnostic Visual World Modeling,UniJEPA：面向任务无关视觉世界建模的统一联合嵌入预测架构,2026,arXiv,preprint,preprint,action-control,action-control|video-spatiotemporal|theory-objectives,4,background,B,https://arxiv.org/abs/2608.07409,,,,,,2026-08-07提交的近期arXiv预印本；仅作为截止日前沿信号。
zhou-2025-dino-wm,DINO-WM: World Models on Pre-trained Visual Features enable Zero-shot Planning,DINO-WM：基于预训练视觉特征的世界模型实现零样本规划,2025,ICML 2025,peer-reviewed,paper,action-control,action-control|evaluation-evidence,4,core,A,https://proceedings.mlr.press/v267/zhou25t.html,,,https://dino-wm.github.io/,,,主入口为PMLR正式ICML论文页；该工作虽以DINO命名，但机制属于JEPA式潜在动作预测。
sobal-2025-reward-free-planning,Learning from Reward-Free Offline Data: A Case for Planning with Latent Dynamics Models,从无奖励离线数据学习：潜在动力学规划的案例,2025,NeurIPS 2025,peer-reviewed,paper,action-control,action-control|evaluation-evidence,4,core,A,https://proceedings.neurips.cc/paper_files/paper/2025/hash/3e7cf447f21cd11c846463affefce665-Abstract-Conference.html,,,,,,主入口为NeurIPS 2025正式论文页；比较结论限于论文评测范围。
assran-2025-vjepa2,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",V-JEPA 2：自监督视频模型实现理解、预测与规划,2025,arXiv,preprint,preprint,action-control,action-control|video-spatiotemporal,4,core,B,https://arxiv.org/abs/2506.09985,,https://github.com/facebookresearch/vjepa2,,,,主入口为arXiv与作者机构代码库；所有大规模与机器人结果均按作者报告表述。
kondepudi-2026-neurovfm,Health System Learning Enables Generalist Neuroimaging Models,卫生系统学习推动通用神经影像模型,2026,Nature Medicine,peer-reviewed,paper,cross-domain,cross-domain|image-representation,1,core,A,https://doi.org/10.1038/s41591-026-04497-1,,,,,,主入口为Nature Medicine DOI；临床主张限定于论文报告的回顾性和外部验证范围。
huang-2026-llm-jepa,LLM-JEPA: Large Language Models Meet Joint Embedding Predictive Architectures,LLM-JEPA：大语言模型与联合嵌入预测架构相遇,2026,ICLR 2026,peer-reviewed,paper,cross-domain,cross-domain|theory-objectives,1,bridge,A,https://arxiv.org/abs/2509.14252,,https://github.com/rbalestr-lab/llm-jepa,,,,正式状态按ICLR 2026官方OpenReview列表核验；arXiv为稳定主入口。
zhu-2026-ad-l-jepa,Self-Supervised Representation Learning with Joint Embedding Predictive Architecture for Automotive LiDAR Object Detection,使用联合嵌入预测架构进行车载激光雷达目标检测自监督表征学习,2026,AAAI 2026,peer-reviewed,paper,cross-domain,cross-domain|image-representation,1,background,A,https://doi.org/10.1609/aaai.v40i16.38402,,,,,,主入口为AAAI正式DOI；作为第四轮跨域补漏唯一新增条目。
choudhury-2026-xjepa,X-JEPA: A Novel Joint Learning Cross-Modal Predictive Alignment Framework for Remote Sensing Image Retrieval,X-JEPA：面向遥感图像检索的跨模态预测对齐,2026,WACV 2026,peer-reviewed,paper,cross-domain,cross-domain|image-representation,1,bridge,A,https://openaccess.thecvf.com/content/WACV2026/html/Choudhury_X-JEPA_A_Novel_Joint_Learning_Cross-Modal_Predictive_Alignment_Framework_for_WACV_2026_paper.html,,,,,,主入口为CVF正式WACV 2026论文页。
astruc-2025-anysat,"AnySat: One Earth Observation Model for Many Resolutions, Scales, and Modalities",AnySat：适配多分辨率、多尺度和多模态的统一地球观测模型,2025,CVPR 2025,peer-reviewed,paper,cross-domain,cross-domain|image-representation,1,core,A,https://openaccess.thecvf.com/content/CVPR2025/html/Astruc_AnySat_One_Earth_Observation_Model_for_Many_Resolutions_Scales_and_CVPR_2025_paper.html,,https://github.com/gastruc/AnySat,,,,主入口为CVF正式CVPR论文页。
skenderi-2025-graph-jepa,Graph-level Representation Learning with Joint-Embedding Predictive Architectures,使用联合嵌入预测架构学习图级表示,2025,Transactions on Machine Learning Research,peer-reviewed,paper,cross-domain,cross-domain|theory-objectives,1,bridge,A,https://openreview.net/forum?id=v47f4DwYZb,,https://github.com/geriskenderi/graph-jepa,,,,OpenReview记录显示2025年被TMLR接收；2023年预印本属于同一工作族。
lei-2025-m3-jepa,M3-JEPA: Multimodal Alignment via Multi-gate MoE based on the Joint-Embedding Predictive Architecture,M3-JEPA：基于多门控专家混合的多模态潜在对齐,2025,ICML 2025,peer-reviewed,paper,cross-domain,cross-domain|theory-objectives,1,bridge,A,https://proceedings.mlr.press/v267/lei25b.html,,,,,,主入口为PMLR正式ICML论文页；其混合损失属性在地图中显式标注。
saito-2025-point-jepa,Point-JEPA: A Joint Embedding Predictive Architecture for Self-Supervised Learning on Point Cloud,Point-JEPA：面向点云自监督学习的联合嵌入预测架构,2025,WACV 2025,peer-reviewed,paper,cross-domain,cross-domain|image-representation,1,bridge,A,https://openaccess.thecvf.com/content/WACV2025/html/Saito_Point-JEPA_A_Joint_Embedding_Predictive_Architecture_for_Self-Supervised_Learning_on_WACV_2025_paper.html,,,,,,主入口为CVF正式WACV论文页。
thimonier-2025-tjepa,T-JEPA: Augmentation-Free Self-Supervised Learning for Tabular Data,T-JEPA：无需数据增强的表格自监督学习,2025,ICLR 2025,peer-reviewed,paper,cross-domain,cross-domain|image-representation,1,bridge,A,https://openreview.net/pdf?id=gx3LMRB15C,,,,,,主入口为ICLR 2025正式论文；明确与其他同名T-JEPA消歧。
fox-2026-physiojepa,PhysioJEPA: Joint Embedding Representations of Physiological Signals for Real Time Risk Estimation in the Intensive Care Unit,PhysioJEPA：生理信号联合嵌入用于重症监护实时风险估计,2026,Machine Learning for Health Symposium,peer-reviewed,paper,cross-domain,cross-domain|video-spatiotemporal,2,bridge,A,https://proceedings.mlr.press/v297/fox26a.html,,,,,,主入口为PMLR正式论文页；年份按论文集2026记录。
chen-2026-vl-jepa,VL-JEPA: Joint Embedding Predictive Architecture for Vision-language,VL-JEPA：面向视觉语言的联合嵌入预测架构,2026,ICLR 2026,peer-reviewed,paper,cross-domain,cross-domain|video-spatiotemporal,2,core,A,https://openreview.net/forum?id=tjimrqc2BU,,,,,,主入口为ICLR 2026正式OpenReview记录；作者名单以正式稿为准。
weimann-2025-ecg-jepa,Self-Supervised Pre-Training with JEPA Boosts ECG Classification Performance,使用JEPA自监督预训练提升心电分类性能,2025,Computers in Biology and Medicine,peer-reviewed,paper,cross-domain,cross-domain|video-spatiotemporal,2,bridge,A,https://doi.org/10.1016/j.compbiomed.2025.110809,,https://github.com/kweimann/ECG-JEPA,,,,主入口为期刊DOI和作者代码；不与被拒稿的同名投稿记录混淆。
dong-2024-brain-jepa,Brain-JEPA: Brain Dynamics Foundation Model with Gradient Positioning and Spatiotemporal Masking,Brain-JEPA：基于梯度定位与时空掩码的脑动力学基础模型,2024,NeurIPS 2024,peer-reviewed,paper,cross-domain,cross-domain|video-spatiotemporal,2,bridge,A,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9c3828adf1500f5de3c56f6550dfe43c-Abstract-Conference.html,,https://github.com/Eric-LRL/Brain-JEPA,,,,主入口为NeurIPS正式论文页。
riou-2024-audio-design,Investigating Design Choices in Joint-Embedding Predictive Architectures for General Audio Representation Learning,通用音频表征学习中JEPA设计选择研究,2024,ICASSP Workshops 2024,peer-reviewed,paper,cross-domain,cross-domain|evaluation-evidence,2,bridge,A,https://arxiv.org/abs/2405.08679,,,,,,正式发表于ICASSP Workshops 2024；主入口使用作者预印本以便离线索引。
fei-2023-ajepa,A-JEPA: Joint-Embedding Predictive Architecture Can Listen,A-JEPA：联合嵌入预测架构也能聆听,2023,arXiv,preprint,preprint,cross-domain,cross-domain,2,bridge,B,https://arxiv.org/abs/2311.15830,,,,,,主入口为arXiv预印本；未把未核验投稿升级为正式论文。
alrasheed-2026-latent-video-prediction,Latent Video Prediction Learns Better World Models,潜在视频预测学习到更好的世界模型,2026,arXiv,preprint,preprint,evaluation-evidence,evaluation-evidence|video-spatiotemporal,2,bridge,B,https://arxiv.org/abs/2605.15618,,,,,,主入口为arXiv预印本；比较结论按作者统一协议范围表述。
luo-2025-jedi,Beyond FVD: Enhanced Evaluation Metrics for Video Generation Quality,超越FVD：增强视频生成质量评测指标,2025,ICLR 2025,peer-reviewed,paper,evaluation-evidence,evaluation-evidence|video-spatiotemporal,2,bridge,A,https://openreview.net/forum?id=cC3LxGZasH,,,,,,主入口为ICLR 2025正式OpenReview记录。
caselli-2026-mind-the-gap,Mind the Gap: Promises and Pitfalls of Hierarchical Planning in LeWorldModel,注意训练—搜索差距：LeWorldModel分层规划的潜力与陷阱,2026,arXiv,preprint,preprint,evaluation-evidence,evaluation-evidence|action-control,4,bridge,B,https://arxiv.org/abs/2607.12547,,,,,,主入口为arXiv；作为反证条目，强调作者设置下的训练—搜索分布差距。
nilaksh-2026-reconstruction-semantics,Reconstruction or Semantics? What Makes a Latent Space Useful for Robotic World Models,重建还是语义？什么样的潜在空间适合机器人世界模型,2026,arXiv,preprint,preprint,evaluation-evidence,evaluation-evidence|action-control,4,bridge,B,https://arxiv.org/abs/2605.06388,,,,,,主入口为arXiv预印本；作者信息按当前一手记录保守保存。
liu-2026-temporally-centered-sigreg,Temporally Centered SIGReg Improves Multi-Task LeWorldModel Learning: From Analysis to Method,时间中心化SIGReg改善多任务LeWorldModel学习,2026,arXiv,preprint,preprint,evaluation-evidence,evaluation-evidence|theory-objectives|action-control,4,background,B,https://arxiv.org/abs/2607.26924,,,,,,主入口为近期arXiv预印本；作为第二轮反证检索新增的低成熟度边界证据。
terver-2025-jepa-wm-drivers,What Drives Success in Physical Planning with Joint-Embedding Predictive World Models?,联合嵌入预测世界模型的物理规划成功由什么驱动？,2025,Transactions on Machine Learning Research,peer-reviewed,paper,evaluation-evidence,evaluation-evidence|action-control,4,core,A,https://openreview.net/forum?id=cHZn5Gdh8e,,https://github.com/facebookresearch/jepa-wms,,,,OpenReview记录显示该工作于2026年被TMLR正式接收，并获得复现认证；arXiv为同一工作族的早期版本。
